sp,lon,lat
Biomphalaria.straminea,-37.605936,-11.812458
Biomphalaria.straminea,-39.80815,-13.360702
Biomphalaria.straminea,-38.090021,-11.952786
Biomphalaria.straminea,-39.658184,-14.857136
Biomphalaria.straminea,-40.216899,-12.767748
Biomphalaria.straminea,-41.841114,-11.299988
Biomphalaria.straminea,-40.063375,-15.117856
Biomphalaria.straminea,-39.492776,-15.191094
Biomphalaria.straminea,-38.317407,-12.874007
Biomphalaria.straminea,-38.304999,-12.524218
Biomphalaria.straminea,-39.50042,-13.226048
Biomphalaria.straminea,-40.364546,-14.536802
Biomphalaria.straminea,-39.392153,-11.808884
Biomphalaria.straminea,-40.742521,-15.461028
Biomphalaria.straminea,-44.197871,-13.399445
Biomphalaria.straminea,-38.864323,-12.027148
Biomphalaria.straminea,-38.4883,-12.512758
Biomphalaria.straminea,-39.094721,-11.969774
Biomphalaria.straminea,-39.278419,-14.595227
Biomphalaria.straminea,-40.940123,-11.253077
Biomphalaria.straminea,-40.871466,-14.854176
Biomphalaria.straminea,-42.743177,-10.80075
Biomphalaria.straminea,-47.847525,-15.782415
Biomphalaria.straminea,-45.979207,-20.016649
Biomphalaria.straminea,-43.474609,-19.93936
Biomphalaria.straminea,-43.679065,-19.891427
Biomphalaria.straminea,-42.137595,-19.780691
Biomphalaria.straminea,-42.722635,-19.416679
Biomphalaria.straminea,-44.883997,-20.15658
Biomphalaria.straminea,-44.570213,-16.976531
Biomphalaria.straminea,-44.402689,-20.00723
Biomphalaria.straminea,-43.023959,-15.744886
Biomphalaria.straminea,-43.869163,-19.796804
Biomphalaria.straminea,-43.96426,-19.724815
Biomphalaria.straminea,-50.184123,-23.114848
Biomphalaria.straminea,-51.185927,-23.00262
Biomphalaria.straminea,-54.541278,-25.438923
Biomphalaria.straminea,-53.033954,-24.19952
Biomphalaria.straminea,-54.222012,-24.080353
Biomphalaria.straminea,-51.068394,-23.283898
Biomphalaria.straminea,-50.982591,-23.260903
Biomphalaria.straminea,-50.752419,-23.081506
Biomphalaria.straminea,-51.159362,-23.334915
Biomphalaria.straminea,-51.26367,-30.077309
Drepanotrema.cimex,-61.699535,16.204694
Drepanotrema.cimex,-88.556182,17.890146
Drepanotrema.cimex,-89.00328,15.898169
Drepanotrema.cimex,-70.141827,-10.66418
Drepanotrema.cimex,-60.363223,-3.822125
Drepanotrema.cimex,-47.851346,-15.780689
Drepanotrema.cimex,-48.963802,-16.339089
Drepanotrema.cimex,-46.928283,-15.810776
Drepanotrema.cimex,-49.247583,-16.64837
Drepanotrema.cimex,-49.489898,-16.084042
Drepanotrema.cimex,-57.69923,-16.071764
Drepanotrema.cimex,-56.218985,-15.432774
Drepanotrema.cimex,-53.754489,-20.437375
Drepanotrema.cimex,-51.715799,-20.784023
Drepanotrema.cimex,-47.155914,-1.196902
Drepanotrema.cimex,-47.003645,-0.897137
Drepanotrema.cimex,-55.50176,-3.827527
Drepanotrema.cimex,-47.106424,-0.932813
Drepanotrema.cimex,-43.830535,-6.738902
Drepanotrema.cimex,-62.866932,7.081407
Drepanotrema.cimex,-66.560721,7.330589
Drepanotrema.cimex,-77.501794,18.072907
Drepanotrema.cimex,-70.217179,19.004979
Drepanotrema.cimex,-69.782886,-15.404825
Drepanotrema.cimex,-73.681845,-15.311611
Drepanotrema.cimex,-74.095845,-4.530846
Drepanotrema.cimex,-78.064419,24.480004
Drepanotrema.cimex,-78.180448,24.731186
Drepanotrema.cimex,-78.110764,21.685858
Drepanotrema.cimex,-61.251504,10.544744
Drepanotrema.cimex,-60.988696,13.897865
Drepanotrema.cimex,-62.212376,16.733425
Drepanotrema.cimex,-84.752002,10.442352
Drepanotrema.cimex,-81.223204,19.307042
Drepanotrema.cimex,-87.614047,20.015536
Drepanotrema.cimex,-53.532142,-33.038489
Drepanotrema.cimex,-55.991293,-32.692661
Drepanotrema.cimex,-53.192232,-28.998674
Drepanotrema.cimex,-56.325991,-27.411104
Drepanotrema.cimex,-52.102046,-31.591583
Drepanotrema.depressissimum,-61.801692,17.10286
Drepanotrema.depressissimum,-61.761722,17.056862
Drepanotrema.depressissimum,-83.326019,8.783932
Drepanotrema.depressissimum,-83.609641,8.535278
Drepanotrema.depressissimum,-83.068601,8.533728
Drepanotrema.depressissimum,-83.022655,8.386471
Drepanotrema.depressissimum,-82.966071,8.431307
Drepanotrema.depressissimum,-90.130115,14.420389
Drepanotrema.depressissimum,-90.581899,14.474348
Drepanotrema.depressissimum,-90.393841,14.342925
Drepanotrema.depressissimum,-89.306882,15.393695
Drepanotrema.depressissimum,-82.302518,8.603703
Drepanotrema.depressissimum,-82.229429,8.733085
Drepanotrema.depressissimum,-81.939475,8.240769
Drepanotrema.depressissimum,-58.196758,-27.899285
Drepanotrema.depressissimum,-57.998906,-27.948931
Drepanotrema.depressissimum,-58.344757,-28.245981
Drepanotrema.depressissimum,-58.314571,-28.311893
Drepanotrema.depressissimum,-57.502987,-28.584468
Drepanotrema.depressissimum,-57.166308,-28.586303
Drepanotrema.depressissimum,-53.411286,-32.958156
Drepanotrema.depressissimum,-67.429635,-17.839395
Drepanotrema.depressissimum,-59.566898,-27.293601
Drepanotrema.depressissimum,-65.297772,-24.180048
Drepanotrema.depressissimum,-65.430928,-24.80779
Drepanotrema.depressissimum,-58.161796,-26.182802
Drepanotrema.depressissimum,-62.458938,-10.445264
Drepanotrema.depressissimum,-61.763301,-11.721475
Drepanotrema.depressissimum,-40.631031,-19.533403
Drepanotrema.depressissimum,-41.008126,-19.51267
Drepanotrema.depressissimum,-40.60064,-19.93378
Drepanotrema.depressissimum,-40.377723,-20.278746
Drepanotrema.depressissimum,-41.41536,-20.457933
Drepanotrema.depressissimum,-85.194707,11.707904
Drepanotrema.depressissimum,-85.169373,11.975467
Drepanotrema.depressissimum,-70.758398,-8.158162
Drepanotrema.depressissimum,-70.357433,-8.162413
Drepanotrema.depressissimum,-68.652187,-9.068316
Drepanotrema.depressissimum,-67.817434,-9.996782
Drepanotrema.depressissimum,-68.505835,-10.654932
Drepanotrema.depressissimum,-60.366487,-3.823196
Drepanotrema.depressissimum,-55.978016,-4.2726
Drepanotrema.depressissimum,-44.597809,-2.13798
Drepanotrema.depressissimum,-47.655489,-5.42662
Drepanotrema.depressissimum,-54.926032,-15.99086
Drepanotrema.depressissimum,-54.729814,-16.528365
Drepanotrema.depressissimum,-53.213383,-17.31326
Drepanotrema.depressissimum,-55.789593,-20.455788
Drepanotrema.depressissimum,-55.530277,-20.480162
Drepanotrema.depressissimum,-54.44285,-18.499833
Drepanotrema.depressissimum,-44.082922,-19.651841
Drepanotrema.lucidum,-61.699507,16.204664
Drepanotrema.lucidum,-81.374837,19.30751
Drepanotrema.lucidum,-84.744971,10.442573
Drepanotrema.lucidum,-83.853396,9.280057
Drepanotrema.lucidum,-92.299882,18.000111
Drepanotrema.lucidum,-92.663781,16.205674
Drepanotrema.lucidum,-90.283812,18.647399
Drepanotrema.lucidum,-88.346002,18.730802
Drepanotrema.lucidum,-96.335889,18.080281
Drepanotrema.lucidum,-97.613965,19.318434
Drepanotrema.lucidum,-99.910386,17.933978
Drepanotrema.lucidum,-102.63291,21.044142
Drepanotrema.lucidum,-98.720728,22.577174
Drepanotrema.lucidum,-98.741233,24.050075
Drepanotrema.lucidum,-99.39315,24.918542
Drepanotrema.lucidum,-89.289358,15.436766
Drepanotrema.lucidum,-91.222319,14.677877
Drepanotrema.lucidum,-90.113587,14.41686
Drepanotrema.lucidum,-90.496687,15.277537
Drepanotrema.lucidum,-82.242882,8.741573
Drepanotrema.lucidum,-82.670565,9.494115
Drepanotrema.lucidum,-82.522312,9.398419
Drepanotrema.lucidum,-82.778903,9.381647
Drepanotrema.lucidum,-82.357552,9.221801
Drepanotrema.lucidum,-82.474236,9.201107
Drepanotrema.lucidum,-82.19708,8.752595
Drepanotrema.lucidum,-82.329265,8.444474
Drepanotrema.lucidum,-82.436786,8.329993
Drepanotrema.lucidum,-79.873455,9.163295
Drepanotrema.lucidum,-61.235039,10.533603
Drepanotrema.lucidum,-61.695584,12.096411
Drepanotrema.lucidum,-68.923052,12.120043
Drepanotrema.lucidum,-61.216961,13.207901
Drepanotrema.lucidum,-60.988214,13.899501
Drepanotrema.lucidum,-60.9342,14.596355
Drepanotrema.lucidum,-61.484792,16.414643
Drepanotrema.lucidum,-76.908609,18.037136
Drepanotrema.lucidum,-66.029186,18.294858
Drepanotrema.lucidum,-70.229376,19.017467
Drepanotrema.lucidum,-76.706761,20.556798
Drepanotrema.lucidum,-62.204321,16.708475
Drepanotrema.lucidum,-58.356309,-10.256283
Drepanotrema.lucidum,-58.427356,-16.959256
Drepanotrema.lucidum,-57.442823,-16.65442
Drepanotrema.lucidum,-52.339873,-21.813249
Drepanotrema.lucidum,-50.359335,-18.69395
Drepanotrema.lucidum,-48.897862,-14.231261
Drepanotrema.lucidum,-50.104822,-19.831192
Drepanotrema.lucidum,-48.41378,-10.611784
Drepanotrema.lucidum,-48.191176,-12.511923
Drepanotrema.lucidum,-48.304451,-14.005211
Drepanotrema.lucidum,-48.23654,-16.32674
Drepanotrema.lucidum,-64.794423,-12.700625
Drepanotrema.lucidum,-68.86235,-15.973132
Drepanotrema.lucidum,-67.798787,-21.622122
Drepanotrema.lucidum,-67.642144,-24.537017
Drepanotrema.lucidum,-62.648053,-19.748097
Drepanotrema.lucidum,-57.15745,-28.497757
Drepanotrema.lucidum,-71.929881,18.866973
Drepanotrema.lucidum,-73.06299,18.391715
Drepanotrema.lucidum,-61.628508,16.028747
Drepanotrema.lucidum,-64.771384,17.708166
Drepanotrema.lucidum,-73.252846,-3.050963
Drepanotrema.lucidum,-73.858111,-4.580216
Drepanotrema.lucidum,-70.753501,-15.724036
Drepanotrema.lucidum,-62.933863,7.521316
Drepanotrema.lucidum,-66.283465,4.554347
Drepanotrema.lucidum,-66.270985,3.041933
Drepanotrema.lucidum,-66.657761,1.936358
Drepanotrema.lucidum,-52.33519,3.159464
Drepanotrema.lucidum,-52.269289,4.218048
Drepanotrema.lucidum,-53.699355,5.562228
Drepanotrema.lucidum,-71.416063,0.145915
Drepanotrema.lucidum,-73.418668,4.141815
Drepanotrema.lucidum,-75.098554,8.324168
Drepanotrema.lucidum,-76.298066,7.857864
Drepanotrema.lucidum,-76.958479,6.874277
Drepanotrema.lucidum,-86.239972,12.34113
Drepanotrema.lucidum,-83.551573,13.705192
Drepanotrema.lucidum,-89.03968,13.644687
Drepanotrema.lucidum,-89.547263,13.844854
Drepanotrema.lucidum,-89.488369,14.240352
Drepanotrema.lucidum,-57.359733,-25.294491
Drepanotrema.lucidum,-53.73435,-34.007649
Drepanotrema.lucidum,-67.604909,-38.28546
Drepanotrema.lucidum,-67.966526,-38.752088
Drepanotrema.lucidum,-65.150946,-40.409962
Drepanotrema.schubarti,-52.486842,-3.745745
Drepanotrema.schubarti,-44.692979,-5.164956
Drepanotrema.schubarti,-50.367013,-1.94259
Drepanotrema.schubarti,-47.745428,-1.998863
Drepanotrema.schubarti,-46.319428,-1.317176
Drepanotrema.schubarti,-48.002938,-3.106184
Drepanotrema.schubarti,-49.22336,-4.461578
Drepanotrema.schubarti,-40.489322,-4.245352
Drepanotrema.schubarti,-39.134129,-6.294267
Drepanotrema.schubarti,-38.53128,-5.574824
Drepanotrema.schubarti,-38.985059,-3.820832
Drepanotrema.schubarti,-38.794429,-3.656142
Drepanotrema.schubarti,-38.51931,-4.159824
Drepanotrema.schubarti,-38.561578,-3.929999
Drepanotrema.schubarti,-38.309487,-4.130054
Drepanotrema.schubarti,-41.454201,-7.073377
Drepanotrema.schubarti,-36.906846,-5.827674
Drepanotrema.schubarti,-36.799855,-5.142778
Drepanotrema.schubarti,-36.553205,-5.12915
Drepanotrema.schubarti,-37.03535,-6.511036
Drepanotrema.schubarti,-35.416603,-5.956619
Drepanotrema.schubarti,-36.621762,-6.697835
Drepanotrema.schubarti,-36.168819,-7.493298
Drepanotrema.schubarti,-37.951838,-7.065159
Drepanotrema.schubarti,-37.28712,-6.828159
Drepanotrema.schubarti,-37.624401,-7.089683
Drepanotrema.schubarti,-35.182314,-8.037998
Drepanotrema.schubarti,-35.339074,-7.898256
Drepanotrema.schubarti,-34.861369,-7.89653
Drepanotrema.schubarti,-35.076402,-8.283085
Drepanotrema.schubarti,-35.321515,-8.364945
Drepanotrema.schubarti,-35.889916,-9.675586
Drepanotrema.schubarti,-35.787432,-9.428289
Drepanotrema.schubarti,-36.386576,-9.508429
Drepanotrema.schubarti,-36.973608,-9.675599
Drepanotrema.schubarti,-36.711262,-10.264821
Pomacea.canaliculata,-51.199824,-30.09504
Pomacea.canaliculata,-56.391416,-34.399345
Pomacea.canaliculata,-58.390629,-34.609711
Pomacea.canaliculata,-38.510015,-3.774126
Pomacea.canaliculata,-56.090218,-34.892968
Pomacea.canaliculata,-52.256038,-32.009805
Pomacea.canaliculata,-47.89683,-21.210924
Pomacea.canaliculata,-58.999991,-27.300001
Pomacea.canaliculata,-57.726559,-37.935013
Pomacea.canaliculata,-58.705447,-34.395566
Pomacea.canaliculata,-67.505417,-14.080009
Pomacea.canaliculata,-72.705377,11.112004
Pomacea.canaliculata,-60.254978,-27.389241
Pomacea.canaliculata,-63.230551,-32.426239
Pomacea.canaliculata,-73.644624,-4.786363
Pomacea.canaliculata,-60.628803,-30.255363
Pomacea.canaliculata,-51.889046,-21.202875
Pomacea.canaliculata,-56.989604,-19.598922
Pomacea.canaliculata,-57.569539,-18.214465
Pomacea.canaliculata,-57.899247,-34.872702
Pomacea.canaliculata,-60.308318,-33.201813
Pomacea.canaliculata,-56.847551,-25.790541
Pomacea.canaliculata,-74.59953,-8.39753
Pomacea.canaliculata,-43.697873,-22.601769
Pomacea.canaliculata,-39.996602,-19.106527
Pomacea.canaliculata,-58.032147,-34.800994
Pomacea.canaliculata,-38.404981,-6.499081
Pomacea.canaliculata,-57.115751,-21.222297
Pomacea.canaliculata,-62.470448,-36.990634
Pomacea.canaliculata,-56.962891,-36.406144
Pomacea.canaliculata,-59.904013,-14.984981
Pomacea.canaliculata,-43.021272,-6.762549
Pomacea.canaliculata,-59.795782,-30.900768
Pomacea.canaliculata,-55.503995,-27.299886
Pomacea.canaliculata,-64.412587,-31.699023
Pomacea.canaliculata,-56.045469,-27.400001
Pomacea.canaliculata,-55.05114,-34.775782
Pomacea.canaliculata,-35.835939,-5.219791
Pomacea.canaliculata,-55.505665,-1.905351
Pomacea.canaliculata,-36.50537,-7.291806
Pomacea.canaliculata,-65.157878,-40.426822
Pomacea.canaliculata,-54.805388,-34.397041
Pomacea.canaliculata,-39.884383,-4.775974
Pomacea.canaliculata,-52.397433,-26.272891
Pomacea.canaliculata,-47.485828,-18.295705
Pomacea.canaliculata,-38.302304,-7.979239
Pomacea.canaliculata,-43.493891,-22.999742
Pomacea.canaliculata,-54.017446,-29.995604
Pomacea.canaliculata,-60.001386,-3.097647
Pomacea.canaliculata,-64.647318,-3.377724
Pomacea.canaliculata,-71.304435,-4.459203
Pomacea.canaliculata,-37.234787,-7.00221
Pomacea.canaliculata,-76.79569,-10.500139
Pomacea.canaliculata,-55.916558,-34.767185
Pomacea.canaliculata,-49.074221,-1.726271
Pomacea.canaliculata,-38.799447,-5.038872
Pomacea.canaliculata,-35.301491,-5.711879
Pomacea.canaliculata,-42.28325,-22.610631
Pomacea.canaliculata,-57.559483,-30.386396
Pomacea.canaliculata,-53.436315,-12.143413
Pomacea.canaliculata,-56.210203,-34.859466
Pomacea.canaliculata,-55.003492,-34.894567
Pomacea.canaliculata,-38.43251,-4.258371
Pomacea.canaliculata,-37.788624,-4.50498
Pomacea.canaliculata,-37.129711,-4.997737
Pomacea.canaliculata,-36.818825,-5.214558
Stenophysa.marmorata,-61.800894,17.16408
Stenophysa.marmorata,-61.753768,17.043138
Stenophysa.marmorata,-62.219503,16.75304
Stenophysa.marmorata,-62.187088,16.687989
Stenophysa.marmorata,-61.246985,10.543881
Stenophysa.marmorata,-61.248569,10.405468
Stenophysa.marmorata,-61.192655,10.690174
Stenophysa.marmorata,-61.68358,10.165441
Stenophysa.marmorata,-53.09821,3.899651
Stenophysa.marmorata,-67.633259,10.284764
Stenophysa.marmorata,-67.868774,10.122307
Stenophysa.marmorata,-67.378141,8.979027
Stenophysa.marmorata,-64.922166,7.68419
Stenophysa.marmorata,-67.104331,3.960907
Stenophysa.marmorata,-75.010083,1.406581
Stenophysa.marmorata,-74.929532,1.426436
Stenophysa.marmorata,-70.195874,5.595726
Stenophysa.marmorata,-75.17519,6.270437
Stenophysa.marmorata,-59.590101,13.202594
Stenophysa.marmorata,-59.617446,13.320425
Stenophysa.marmorata,-59.612681,13.096408
Stenophysa.marmorata,-58.602005,-34.508546
Stenophysa.marmorata,-62.215638,-34.710223
Stenophysa.marmorata,-58.861538,-27.458961
Stenophysa.marmorata,-76.754264,18.00351
Stenophysa.marmorata,-38.200854,-6.801324
Stenophysa.marmorata,-58.4733,6.824112
Stenophysa.marmorata,-59.872482,6.827574
Stenophysa.marmorata,-42.269135,-9.956673
Stenophysa.marmorata,-43.821306,-14.409267
Stenophysa.marmorata,-41.417814,-21.989083
Stenophysa.marmorata,-42.833002,-4.019715
Stenophysa.marmorata,-38.514103,-5.554768
Stenophysa.marmorata,-61.484838,16.41494
Stenophysa.marmorata,-60.988121,13.893384
Stenophysa.marmorata,-57.436074,-33.100265
Stenophysa.marmorata,-55.825567,-32.647135
Stenophysa.marmorata,-53.5627,-33.439857
Stenophysa.marmorata,-73.087307,-3.537921
Stenophysa.marmorata,-76.371774,-6.94694
Stenophysa.marmorata,-89.146286,15.457215
Uncancylus.concentricus,-57.89999,-34.900017
Uncancylus.concentricus,-57.391074,-37.670455
Uncancylus.concentricus,-57.755348,-36.823582
Uncancylus.concentricus,-56.948417,-36.877343
Uncancylus.concentricus,-57.977561,-35.771415
Uncancylus.concentricus,-58.959811,-35.335
Uncancylus.concentricus,-70.609025,-31.847525
Uncancylus.concentricus,-58.55644,-34.425945
Uncancylus.concentricus,-71.282691,-32.325732
Uncancylus.concentricus,-66.664242,-32.13831
Uncancylus.concentricus,-75.438836,2.661686
Uncancylus.concentricus,-76.53417,1.0231
Uncancylus.concentricus,-78.403541,1.925456
Uncancylus.concentricus,-78.204457,2.270906
Uncancylus.concentricus,-71.160692,-32.643498
Uncancylus.concentricus,-75.423005,2.70467
Uncancylus.concentricus,-75.835773,0.875945
Uncancylus.concentricus,-70.808973,-17.470694
Uncancylus.concentricus,-74.588256,-15.340762
Uncancylus.concentricus,-71.15289,-16.372983
Uncancylus.concentricus,-71.019385,-31.969189
Uncancylus.concentricus,-55.953176,-32.557605
Uncancylus.concentricus,-56.740033,-33.291196
Uncancylus.concentricus,-53.70004,-34.089724
Uncancylus.concentricus,-54.27837,-34.566889
Uncancylus.concentricus,-83.008084,8.661184
Uncancylus.concentricus,-56.350547,-34.745684
Uncancylus.concentricus,-54.276625,-33.927885
Uncancylus.concentricus,-83.08014,8.540712
Uncancylus.concentricus,-83.038739,8.44593
Uncancylus.concentricus,-71.744572,7.918502
Uncancylus.concentricus,-71.571527,7.71767
Uncancylus.concentricus,-71.991158,7.025174
Uncancylus.concentricus,-66.020757,18.315162
Uncancylus.concentricus,-41.441966,-7.074103
Uncancylus.concentricus,-43.254386,-22.769119
